views_per_month,age_months
0.01,150.88
18.35,20.60
27.22,46.18
0.00,20.25
0.03,73.79
3.41,21.40
0.95,133.02
6.01,51.24
0.62,51.81
0.56,32.42
1.53,132.39
0.07,29.34
0.03,118.77
907.22,63.63
1.06,76.22
9.74,74.97
0.03,106.34
6.02,5.98
0.00,14.17
0.09,91.26
6.71,80.36
0.01,197.10
1.49,22.85
0.24,8.50
0.29,68.73
0.13,55.71
6.37,50.74
0.06,66.49
20.09,75.55
1.05,71.18
1.37,52.70
2.61,54.79
4.77,14.68
2.38,59.13
4.83,38.69
415.90,13.46
6.23,4.82
122.38,34.45
2.32,11.21
939.14,7.87
0.00,78.80
2.53,40.78
0.65,174.84
30.82,23.68
33.89,24.46
38.84,33.73
2.11,25.58
1.80,19.47
2.27,14.96
0.13,47.71
0.00,17.41
0.63,107.74
7.56,27.79
1.95,5.12
0.04,49.83
0.09,70.32
7.55,46.22
0.23,56.79
165.43,59.24
0.09,65.76
1.04,74.83
0.07,135.15
179.07,15.82
9.23,151.71
0.55,61.50
0.61,194.24
0.00,80.71
0.19,74.40
39.07,27.39
0.20,10.05
8.22,1.58
16.53,21.12
298.14,7.64
4.82,186.51
0.27,22.10
0.05,104.59
0.28,207.32
0.10,39.91
0.66,152.40
6.83,12.15
13.97,40.43
1.47,17.69
0.07,189.57
3.89,68.63
0.59,74.07
1.46,8.22
0.31,26.11
0.53,178.88
6.68,96.58
420.94,3.57
5.76,177.52
0.50,153.92
0.18,94.49
0.53,37.87
16.28,153.15
0.05,59.83
0.13,47.92
2.68,63.11
644.64,21.59
3.85,43.85
0.03,68.22
0.37,102.74
0.05,163.18
2.45,68.06
56.58,22.73
10.98,24.05
0.34,47.68
0.73,39.56
0.64,200.40
20.56,98.93
1.27,30.72
95.64,6.52
7.36,31.77
2.81,37.78
0.02,108.71
0.27,62.82
23.73,45.80
43.60,17.77
4.16,92.08
0.00,130.54
0.98,6.12
4.12,38.10
14.42,0.76
0.17,58.49
19.95,0.15
0.00,41.84
0.04,26.59
0.38,13.23
0.12,48.55
0.86,4.65
0.91,149.13
1.00,153.15
701.52,29.31
23.30,22.40
0.01,162.71
0.40,112.18
0.21,27.98
1.74,84.36
0.07,101.56
14.58,49.44
3.12,43.01
0.16,55.23
0.31,117.41
0.31,102.93
11.29,96.93
0.27,26.40
0.09,43.39
0.06,157.91
0.53,24.54
2.03,18.75
0.00,28.45
5.27,68.89
1.49,6.72
0.00,97.70
42.97,2.54
0.26,31.25
14.43,16.70
87.60,106.15
10.21,2.55
0.26,92.12
1.48,18.93
0.14,28.29
26.22,5.87
0.00,129.06
135.85,28.41
2.15,59.01
0.25,31.56
0.12,58.54
2.68,38.41
0.03,69.92
2.16,106.24
0.10,122.58
1311.29,10.62
0.16,70.66
1.39,92.61
1.68,75.56
0.09,109.57
3.86,78.55
2.51,148.66
4.08,48.04
0.99,39.33
7.75,200.72
0.00,3.11
0.12,48.23
2.36,60.29
0.31,44.71
0.35,63.69
285.80,48.31
10.39,111.16
12.04,24.00
0.24,59.54
0.02,124.23
2.17,143.24
0.00,25.92
38.40,106.87
0.37,61.52
2.68,14.16
175.91,8.85
0.02,131.98
18.39,129.66
0.08,71.73
0.20,50.81
1.38,66.81
5.82,17.54
4.69,14.94
4.11,7.54
8.96,14.28
0.08,125.52
0.34,101.44
91.76,71.22
0.06,83.54
5.34,16.12
0.02,89.81
1.54,51.42
0.35,54.26
31.19,35.46
0.99,134.35
2.08,13.46
0.06,46.24
17.74,145.30
0.00,26.33
0.10,19.51
1.19,20.19
1.29,14.74
108.88,13.92
5.89,25.81
0.08,70.64
2.91,3.43
0.39,53.90
0.01,75.10
110.34,123.61
0.19,5.35
575.01,55.37
0.59,70.93
2.32,25.84
0.15,73.31
0.18,77.81
9.71,44.28
42.77,227.83
16.16,63.13
121.50,39.54
3614.78,5.70
1.50,221.95
0.40,93.02
0.38,105.83
1.44,11.12
0.16,57.03
0.99,70.91
0.25,48.75
25.76,7.73
0.95,99.00
0.38,106.43
2.35,152.32
0.03,115.85
0.61,142.03
0.34,14.66
0.05,41.59
7.91,23.51
48.84,78.82
3.95,57.75
0.87,65.83
0.64,51.58
459.47,27.26
2.19,54.36
0.98,73.80
5.03,32.59
113.57,9.68
156958.95,31.14
11.19,34.94
1109.11,0.65
0.32,102.41
0.00,2.20
0.02,85.26
0.03,65.31
0.03,37.42
1.15,89.39
5.47,9.88
212.58,208.71
1.26,1.59
0.33,113.06
1.04,37.55
0.03,102.85
1.93,44.48
11.52,26.04
3.41,131.56
0.08,38.00
2.60,8.09
6.64,44.44
98.05,22.02
1.57,7.63
0.01,106.88
0.39,33.49
0.36,153.68
0.06,98.50
1.65,90.92
16.34,66.75
98.71,48.79
0.17,99.16
0.42,47.95
0.02,52.40
25.79,178.92
6.93,26.70
1.35,14.06
1.80,28.31
0.00,28.66
0.00,36.37
0.23,13.13
186.83,174.43
0.65,19.89
1.36,71.30
2.48,4.03
0.04,78.59
0.00,82.01
3.38,204.07
0.04,50.81
1.73,5.21
0.01,73.98
0.38,76.54
0.16,81.14
17.71,5.65
18.00,9.50
7.73,44.48
0.09,106.71
29.67,10.89
0.66,12.21
3.84,105.10
0.03,28.85
0.03,62.74
3.50,32.56
1.05,13.30
0.90,127.00
5.24,25.02
0.01,77.98
6.10,3.12
5.12,94.71
0.27,22.33
39.85,51.99
217.20,33.27
1.57,50.30
0.46,36.88
0.31,86.17
2.48,140.93
4.95,25.26
1.05,44.00
0.56,103.59
4.45,62.02
0.97,42.18
4.64,22.40
19.60,38.98
0.07,99.67
0.01,93.51
0.00,14.37
0.00,50.29
0.15,54.07
0.67,38.95
1.51,48.98
11.36,3.08
0.28,3.57
3.22,71.19
391.17,1.17
238.59,170.13
10.43,16.11
0.30,67.68
56.66,35.16
0.00,29.10
2.30,15.23
364.34,34.61
0.09,35.10
15.89,54.69
3.34,45.54
5.15,104.11
7.48,7.22
0.12,72.60
0.15,46.72
250.50,54.23
0.28,32.51
25.59,14.61
1.79,34.04
0.59,5.08
0.33,82.30
120.95,24.27
0.13,159.19
3.35,38.85
0.13,116.42
12.84,10.28
0.46,32.91
4.02,95.49
551.74,171.43
0.21,24.36
0.03,65.18
0.40,78.21
1.67,154.93
0.60,113.05
2.99,18.08
8.34,0.12
0.58,60.61
0.14,21.80
10.37,7.71
0.41,199.39
0.40,91.06
25.80,61.24
0.00,36.82
1.19,36.89
0.02,121.95
119.77,0.42
78.31,3.88
1.66,70.91
0.05,136.07
5.52,6.34
50.06,74.39
0.75,15.98
0.02,120.63
2.90,29.29
0.19,123.71
3.63,22.62
0.33,107.65
2.62,5.34
0.22,35.62
0.52,84.20
5273.69,1.41
0.12,60.50
1.87,66.93
6130.21,9.11
0.45,93.19
0.03,146.73
0.37,190.87
71.25,13.25
106.54,41.91
0.09,22.20
0.56,78.87
347.07,27.55
0.38,18.56
2.14,95.24
1.55,29.74
714.13,8.41
244.50,13.33
11.25,36.98
1.15,4.35
3.00,138.55
2.13,13.16
0.42,36.00
0.15,40.09
0.60,63.02
1.36,50.77
14.23,34.09
8.86,14.67
5959532.60,1.15
15.06,21.38
1.23,50.48
0.02,129.84
12.33,89.68
2.18,53.10
0.13,54.56
15.71,2.48
0.02,86.01
0.12,34.58
0.02,125.89
0.40,12.51
0.32,30.87
0.03,58.50
11.87,44.74
17.49,19.50
0.11,9.10
0.08,48.03
73.79,99.90
23.75,6.86
63.55,27.66
17.05,42.40
209.27,43.56
0.21,42.98
9.04,24.33
30.60,182.99
0.37,38.30
0.14,34.81
1.43,66.44
4.15,40.69
1.32,94.38
0.16,61.81
3.64,2.48
10.83,5.91
0.00,70.22
0.01,100.24
2.19,145.51
0.02,48.43
30.31,7.46
0.02,50.20
1.45,222.75
0.79,56.90
7.88,90.95
42.58,21.75
156.13,69.81
0.23,83.52
2.51,56.22
2.27,60.03
0.00,15.26
1.08,47.18
21.38,8.79
2.69,55.42
20.17,47.25
0.33,186.71
0.80,38.86
0.32,9.41
0.38,10.41
15.62,29.26
4.01,26.68
118.31,53.88
111.04,152.14
53.32,69.27
0.15,38.76
28.62,1.05
109.94,19.32
4.28,32.96
0.14,70.61
12.19,98.15
1636.64,13.98
2.20,4.54
1.35,42.98
6.74,33.37
5708.47,13.96
0.32,25.38
0.00,33.84
30.74,0.59
12.75,39.93
0.53,26.21
0.03,116.38
6.02,12.61
0.12,100.35
14.78,120.99
18.46,21.50
2.35,88.87
0.33,58.14
6.07,207.46
0.25,127.13
0.92,45.83
1422.83,177.28
1269.68,10.53
107.00,89.99
26.31,71.50
0.07,112.40
3.98,73.81
1.39,109.74
0.27,48.11
0.00,9.52
0.24,61.90
0.67,7.47
0.11,28.26
143.78,0.18
0.13,157.34
1.08,73.25
3.32,16.27
1.92,63.56
0.31,51.02
0.65,1.54
58.55,0.19
10465.33,11.69
0.45,100.18
149.91,167.34
0.14,113.46
0.86,10.41
1.45,67.43
0.02,109.35
9.68,40.40
0.02,170.48
259.74,66.56
2.06,33.06
137.34,136.09
0.58,39.98
0.46,10.83
0.29,161.06
1.35,84.59
0.43,2.33
1064.92,57.37
72.11,7.49
0.13,55.02
0.79,133.46
16.63,58.88
0.47,92.98
0.47,33.96
0.22,72.63
0.19,47.76
10.77,143.97
45.97,20.36
95.53,93.12
0.44,78.90
0.27,14.78
1.52,73.70
28.82,141.52
0.61,40.72
76.67,112.74
1.75,22.81
0.50,24.10
19823.57,101.28
384.86,34.58
3.23,97.30
0.08,65.60
13.54,74.59
6.38,54.73
0.24,29.33
1.30,48.58
1.16,99.46
224.42,11.91
1.91,53.45
0.08,50.68
0.64,91.05
0.77,16.81
1.68,12.51
3.53,17.57
2.23,88.78
23.03,34.01
27.01,1.63
5.70,170.43
0.51,75.24
5.96,13.08
8.10,21.99
0.70,63.99
0.12,58.60
3.63,127.57
13.23,60.77
0.71,35.06
4.45,14.60
0.00,15.08
0.67,70.43
0.09,67.32
2.79,168.84
0.31,41.87
4.68,65.12
0.51,37.46
0.44,43.39
15.54,5.08
0.33,5.98
2.18,12.82
0.86,39.35
0.23,34.75
38.42,7.73
27.56,6.71
2524.78,2.35
27.69,78.59
0.11,37.81
0.78,30.67
6.71,2.24
21.62,19.88
0.68,105.42
4.23,42.98
2.33,19.33
0.05,165.71
0.11,44.37
0.19,154.25
7.33,81.72
8.96,1.34
1.16,48.44
1.51,44.23
0.42,70.98
0.42,59.36
2.25,21.32
0.51,82.08
1065.95,11.30
19.52,75.25
4.18,50.93
1.10,160.53
1281.23,112.43
0.23,38.34
0.19,104.72
0.13,174.12
0.13,89.41
133.45,79.06
5.84,63.88
0.04,126.58
2.21,1.36
0.23,81.77
0.74,81.45
110.64,43.43
8.15,143.98
0.23,94.46
0.46,23.84
0.06,62.07
2.46,98.22
0.17,64.30
10.27,23.09
3.21,12.15
0.27,66.12
9.05,64.64
0.10,84.16
0.43,114.29
0.24,85.87
2.78,79.25
44.90,23.18
0.20,109.23
5.86,50.19
645.54,18.07
0.66,113.02
0.44,41.00
11.43,70.34
2.46,108.06
1.13,61.87
12.55,59.04
1.36,102.79
0.05,116.51
0.17,58.67
1.06,70.06
1.37,33.56
0.52,45.94
1.73,9.27
69.77,2.57
0.03,34.22
0.25,82.69
0.00,33.70
1.10,66.65
0.43,90.93
1.04,12.54
26.83,13.75
1.86,37.55
405.92,4.24
0.07,96.28
5.74,6.80
0.33,21.49
0.25,43.96
0.31,106.18
0.38,65.60
0.00,80.14
343.62,7.46
18.98,106.52
1.10,13.59
11.60,1.90
0.13,70.79
0.00,44.64
2.95,19.98
2.41,108.70
4.46,11.65
0.48,60.57
3.55,27.30
9.49,187.59
6.01,30.45
2.71,162.80
0.51,56.46
0.00,0.75
3.66,22.71
5.02,26.11
0.75,83.52
47.16,234.21
0.12,48.48
1.48,98.49
173.93,7.85
0.22,191.71
0.21,85.04
12.83,90.23
19.21,11.71
0.47,46.94
1.59,13.21
1.39,122.41
0.36,117.46
0.07,106.80
33.83,25.12
7.28,28.84
1.50,17.38
20.01,53.77
300.94,106.73
2.54,20.88
0.05,93.95
66.72,3.76
11.84,3.55
425.48,8.09
15.00,232.32
0.07,156.07
3.35,183.69
0.42,66.59
14.50,8.41
0.18,136.74
90.83,20.16
18.42,61.55
0.21,228.61
0.53,47.58
13.64,3.30
5.15,26.60
3.43,92.64
0.33,26.91
3.20,54.71
9653.85,38.40
0.05,108.20
0.02,86.21
132.55,22.02
0.08,106.20
0.28,100.70
132.82,79.59
1.40,42.20
0.42,43.24
14.51,15.71
0.16,49.29
0.00,36.44
1.66,69.12
159.57,149.85
0.97,22.77
0.22,133.11
2.47,114.15
0.17,29.60
4.13,63.73
0.09,32.79
0.00,25.32
0.84,71.55
0.06,78.05
9.40,18.19
0.04,83.91
4.61,6.29
2.65,73.30
0.48,35.58
1.84,78.94
0.28,112.34
0.65,15.37
0.10,51.32
0.10,59.11
0.95,11.58
28.86,62.61
13.07,39.02
0.20,117.94
0.11,61.69
0.21,32.99
64.93,31.73
0.79,41.88
3.49,8.30
3.41,69.55
0.80,12.49
58.71,55.02
0.14,116.88
0.43,111.75
12.25,32.65
141.80,11.78
0.00,175.01
0.03,78.92
4.86,66.81
48.23,9.85
43.28,23.11
0.07,106.24
2.49,7.64
0.33,51.15
1.83,141.43
0.00,28.39
35.49,9.61
0.08,52.90
1.12,135.37
12.31,49.30
0.51,51.35
0.13,61.89
0.55,100.86
1.35,88.78
2.21,55.32
1.67,82.21
4.65,21.30
37.69,29.59
0.00,4.41
378.41,99.06
0.12,104.22
12.59,207.29
0.15,92.38
0.20,69.23
14.65,22.59
336.22,88.57
0.27,104.45
0.12,34.60
35.95,31.57
0.15,111.57
1.42,29.59
3.31,74.31
3.62,24.28
0.99,25.31
1.64,64.69
2.88,5.56
0.58,44.82
9.73,25.80
2.01,69.58
0.18,72.74
0.06,163.69
4.47,43.17
20.35,4.77
2.32,74.56
0.00,66.40
204.97,35.01
0.00,51.05
0.05,59.86
0.39,28.54
1.35,47.57
9.23,136.23
0.54,48.43
81.27,186.04
0.29,48.41
19.67,0.66
0.81,8.65
0.11,87.62
0.02,144.19
22.90,21.66
43.97,2.14
0.49,97.96
0.18,60.30
70.02,117.51
0.23,26.23
2288.68,20.45
2.54,23.19
132.17,33.58
1.36,65.31
2.24,61.99
0.01,72.33
0.22,22.92
53.88,8.24
0.21,37.23
0.23,4.29
0.30,47.11
0.44,146.13
75.20,114.86
32.10,24.27
0.23,57.61
12.65,43.40
0.03,86.81
0.90,42.24
11.46,126.34
0.32,90.39
0.19,30.78
30.15,46.03
5.11,16.83
0.03,97.19
0.23,39.48
1.42,114.39
0.04,171.86
0.55,43.93
1.90,169.89
11.04,115.46
0.09,52.74
0.24,121.73
0.07,41.30
0.24,125.53
205.55,39.21
4.62,24.47
0.77,27.10
11.24,22.77
1.52,175.22
0.69,146.05
6.97,24.52
0.10,166.41
27.97,110.73
25.42,19.08
0.67,62.40
1249.37,15.17
0.18,84.84
0.89,44.84
0.26,73.96
0.18,181.63
63.21,30.87
0.11,71.54
5.23,8.79
1.31,3.06
18.21,34.59
122.99,1.08
0.12,33.42
0.50,135.53
0.38,79.98
17.77,87.87
2.35,182.19
9.95,14.47
15.56,44.74
2.31,69.77
0.36,137.62
0.03,70.33
0.07,15.24
172.47,85.92
0.41,14.60
0.19,15.90
3.14,24.20
10.26,26.41
0.58,99.50
19.67,18.31
1.83,43.08
0.41,68.32
0.65,3.10
1.76,62.48
0.06,62.06
388.41,5.19
38.12,80.78
24.97,10.61
58.13,52.75
0.06,185.41
0.02,51.34
0.56,25.20
0.00,49.87
467.29,39.04
0.04,28.51
1.25,95.30
0.62,119.76
0.04,160.95
0.04,24.24
4.35,146.99
19.35,12.30
0.20,69.50
0.02,41.18
0.27,73.59
0.33,101.00
7.37,97.71
6.85,3.50
0.62,95.26
1.63,43.02
585.91,7.67
3.59,0.84
105.78,19.74
147.27,35.89
1005.29,12.40
0.39,96.84
214.79,46.87
0.28,10.79
0.07,121.02
1.36,98.77
0.05,38.85
1.30,19.18
0.60,51.88
0.21,42.39
0.16,179.09
0.53,53.04
3.24,36.06
0.25,108.49
861.95,0.09
0.16,55.78
68.18,168.94
0.08,11.95
661.64,53.15
4.28,32.45
1.46,55.98
677.74,15.12
62.21,59.18
3.28,54.63
10.29,2.24
51.71,23.07
150.36,108.77
0.18,28.51
0.08,90.52
22.95,9.06
0.13,68.93
1.29,21.64
0.82,54.76
2.51,143.44
1.78,106.15
0.79,7.59
0.72,27.89
2.83,14.49
0.20,39.29
0.12,73.54
0.20,115.53
0.19,91.06
64.80,0.35
0.53,24.73
0.26,49.77
0.55,138.77
0.00,14.78
383.34,12.64
5.28,196.07
0.20,73.28
0.11,97.46
53.53,117.41
1.32,2.28
0.34,41.12
133.75,59.30
4.82,64.34
7.45,122.01
1469.35,10.35
18.19,165.43
5.34,11.05
0.29,30.91
0.14,56.07
0.11,72.43
1.85,105.22
0.00,58.92
0.25,19.86
162.83,12.97
13.03,59.94
0.45,100.58
10741.89,30.09
1.16,18.06
0.99,73.53
28.30,169.05
0.41,152.72
217.50,20.85
0.12,140.48
9.23,73.13
0.29,90.73
0.16,80.46
0.62,64.10
0.23,150.45
386.20,31.19
0.07,14.45
17.65,83.83
0.31,60.77
5.83,191.10
3.45,17.38
0.88,43.03
0.07,29.51
0.05,38.88
0.14,98.50
4.14,135.94
0.55,12.79
0.58,17.38
0.84,184.02
633.81,48.00
2.79,38.38
226.04,31.27
0.37,50.94
3.24,23.73
0.41,9.83
1.69,39.14
8.64,17.60
0.11,26.52
0.09,75.58
0.06,204.42
194.85,44.64
0.08,72.40
9.42,30.88
3.72,70.07
13.06,13.86
0.32,97.73
1.92,45.22
1819.64,23.88
0.60,16.67
2.61,119.73
0.13,101.41
0.26,142.63
4.13,86.11
0.98,68.26
1.08,38.04
0.15,102.60
0.58,56.58
1.72,6.97
0.06,83.99
12.90,117.39
0.72,40.47
0.38,26.37
6.50,117.40
2.78,34.91
5.74,55.04
0.12,8.63
1.11,85.02
0.17,57.69
6.33,40.30
5.52,56.87
2.61,45.53
0.07,95.88
2.25,32.46
0.61,14.86
1618.74,31.21
28.38,140.54
29.28,41.77
2.06,38.88
37.08,34.36
40.92,0.07
0.16,110.07
0.46,39.32
2.00,177.47
1.91,11.01
19.70,47.92
0.43,30.50
0.83,135.59
0.00,68.85
0.22,156.16
238.73,27.26
0.10,110.07
8.36,14.47
0.80,18.73
2.72,11.04
0.05,64.28
52.64,54.50
0.44,79.72
0.63,20.62
38.52,109.90
1.39,117.80
34.84,50.43
922.14,42.19
1.24,68.81
0.10,30.91
0.00,56.56
0.07,83.39
0.25,27.78
0.17,111.42
0.02,81.51
1.84,29.84
225.95,1.14
1.22,212.94
0.40,80.09
0.34,8.91
3728.18,76.27
0.37,27.16
0.08,155.69
0.49,89.42
0.10,103.21
0.09,54.24
11.98,90.68
2973.65,57.29
1.00,17.02
2.20,56.37
2.74,53.27
0.16,82.68
0.66,83.33
7.23,41.77
39.95,109.65
0.37,8.21
0.29,188.36
10.70,8.04
0.00,27.46
2.87,67.01
0.19,82.50
0.05,140.53
0.13,112.28
0.05,148.48
53.83,1.04
1.67,65.09
0.44,29.69
0.00,3.93
0.05,74.61
1.48,73.70
3.90,6.42
0.00,37.27
21.61,90.85
5.77,12.12
369.76,10.58
0.08,184.15
46.68,25.47
1.74,97.34
525.40,78.84
0.93,56.91
10.33,145.72
5.95,39.33
0.15,75.18
104.59,61.53
191.53,1.27
0.20,20.40
0.03,65.96
4.57,67.41
0.00,54.74
0.07,42.61
1.05,24.81
13.10,13.05
10.42,4.70
41.28,14.90
0.66,36.62
1.32,14.35
4.94,2.02
43.42,44.61
0.04,52.39
0.07,106.87
3.19,2.19
0.62,29.21
0.23,39.45
0.02,62.71
5.41,6.66
3.84,36.48
6.63,15.39
0.13,101.59
1.35,5.93
31.17,6.06
0.57,56.11
0.80,55.06
15.70,123.92
0.19,16.19
0.00,60.41
31.18,22.26
3.00,48.36
1.35,8.89
9.79,23.49
1.20,28.22
0.06,61.69
0.16,80.02
0.97,32.09
3.90,60.80
2.25,149.09
3.66,6.83
0.18,62.29
954.77,120.16
1.37,48.76
0.00,113.18
0.59,57.17
8.09,120.97
1.30,66.06
0.18,142.29
1.37,16.80
1.67,156.34
0.06,47.82
0.38,97.20
1.70,32.90
199.72,56.48
0.34,65.49
353.72,0.12
1.36,25.05
32.25,2.23
87.71,11.86
3.33,7.20
10.62,51.24
3.48,25.90
0.87,98.92
0.02,57.70
60.94,4.89
0.13,44.65
59.12,22.28
12.02,223.47
18.08,36.22
3.26,160.14
6.87,46.12
0.42,16.61
0.06,65.36
1.18,113.78
29.90,43.32
0.84,72.87
3.07,49.57
1.25,108.81
2.30,16.50
0.41,71.31
160.28,10.02
95.63,51.17
0.62,122.17
0.80,26.25
38.05,3.44
9.64,9.96
3.39,31.88
0.64,76.59
0.34,44.41
1.80,58.32
0.01,89.35
4.66,58.12
123.07,26.85
2.47,49.08
2.92,118.97
0.00,98.47
3.13,34.17
0.36,130.09
4.80,1.88
7.73,66.61
0.13,7.41
0.10,125.78
0.48,10.49
0.93,39.74
0.68,220.62
1.01,50.40
0.19,212.29
0.04,55.16
5.04,99.17
0.00,48.32
0.25,52.64
71.17,37.44
2.74,66.83
0.42,83.37
0.45,67.21
31.67,7.36
0.26,22.86
0.80,38.82
0.67,151.26
38.34,18.83
6.68,157.98
1.57,126.40
180.58,22.17
0.22,18.01
5.81,69.24
53.44,23.15
0.18,149.95
1.95,115.93
99.91,166.97
4.81,24.92
1.01,66.60
0.00,1.08
64.83,89.39
0.11,63.61
43.41,39.49
0.12,25.75
0.10,90.94
0.36,80.58
2.88,10.76
6.04,45.21
1.31,68.49
0.01,82.44
0.26,66.27
265.83,38.04
25.02,29.21
0.00,88.10
1.54,80.08
0.27,56.22
0.23,61.30
2.01,92.54
4.84,6.20
11.70,0.26
1.49,56.96
0.10,78.08
0.86,38.57
0.54,18.55
0.68,5.93
3.48,10.35
0.15,101.10
0.69,18.80
1.58,45.06
44.54,7.25
0.72,20.89
0.41,58.76
9.09,73.70
0.05,123.44
46.42,70.26
1.24,51.74
0.75,67.03
0.58,180.03
0.08,38.49
94.51,26.54
0.00,64.78
0.06,70.29
0.03,65.92
11.49,25.69
0.51,48.68
30.93,18.30
0.13,52.01
18.50,69.28
74.33,66.35
0.61,161.75
0.95,50.56
0.77,136.30
6.40,134.42
16.40,68.96
0.42,158.70
0.53,24.70
293.77,25.31
1317.24,110.97
3.28,34.41
0.56,228.87
0.29,55.27
3.85,19.47
1.21,51.36
0.19,42.35
0.20,14.77
0.23,26.16
2.43,4.12
0.45,209.26
1.71,18.17
0.12,33.31
0.01,175.94
2.90,36.60
1.05,33.44
1.24,12.07
2.46,15.43
1.22,15.63
0.41,34.55
0.38,187.22
0.29,62.46
0.08,35.35
19.60,48.47
5.01,73.71
13.52,0.22
0.33,45.31
0.30,13.37
263.52,0.92
0.98,27.66
0.04,56.59
4.48,46.00
0.03,63.98
0.00,2.08
1056.52,48.12
0.23,30.26
1.06,68.14
0.08,99.17
195.26,119.34
5.48,162.37
0.18,71.26
30.18,40.43
1.80,63.81
0.30,71.10
0.10,73.12
0.14,195.05
0.67,4.45
1.80,4.99
3.40,74.13
0.23,73.35
0.25,88.22
14.49,54.81
0.00,49.35
43.11,112.84
7.09,50.20
0.08,118.53
0.54,81.38
1.15,59.33
0.51,72.17
0.61,193.24
0.13,38.71
0.28,32.12
2.10,2.38
0.00,41.18
0.61,211.46
10171.03,0.42
2.49,115.41
0.19,175.45
2.36,18.23
15.75,47.60
0.44,22.89
0.00,108.91
42.66,0.77
0.06,188.58
0.03,33.56
0.16,25.79
0.03,75.94
0.51,98.07
2.90,36.23
0.07,114.51
2.28,8.33
4.77,137.55
0.28,21.38
3.66,21.02
6.09,22.18
1.53,9.15
0.00,76.70
1.01,4.93
0.00,13.94
32.85,96.01
0.20,30.33
4.90,27.12
0.55,54.71
7.04,14.64
0.37,32.11
3.57,15.12
4.13,67.08
348.79,59.08
0.17,134.36
689.95,85.76
18.70,38.24
3.12,168.60
127.70,67.18
2.77,181.88
62.65,5.51
0.15,170.93
2.28,17.58
5.99,33.04
0.19,31.57
1.37,46.13
1.12,83.09
0.21,43.03
1.79,16.19
0.31,22.81
0.15,143.96
0.09,57.95
1.71,21.11
10.77,141.85
0.02,52.59
9.87,3.55
4.05,14.55
32.93,0.64
0.55,22.01
0.20,54.75
0.17,54.13
0.31,97.49
0.00,39.38
2.96,6.07
0.67,195.76
8.08,26.86
0.49,52.58
1.86,174.07
7.27,65.90
44.66,11.60
0.69,66.87
0.55,14.53
0.05,18.55
0.30,36.08
0.26,46.74
0.27,55.80
4.25,7.77
2.19,23.32
0.23,154.34
0.24,58.26
0.84,2.39
0.23,25.85
0.22,86.83
43.72,1.30
0.15,67.07
8.59,11.05
1.54,109.71
15.89,34.87
7.55,51.49
210.86,17.33
0.08,92.33
0.13,15.51
19.05,38.52
0.43,91.69
0.15,59.07
11.90,42.79
0.20,55.28
0.06,63.10
316.79,26.96
1.38,33.24
0.67,178.25
25.03,6.95
0.31,132.36
0.71,71.47
1679.40,0.19
369.47,11.52
0.42,7.16
24.99,52.21
59.49,0.72
0.10,51.41
0.23,63.93
0.20,9.77
67.00,16.36
1.47,65.78
0.57,38.87
61.01,0.18
0.58,13.83
0.26,103.97
0.56,87.12
0.10,133.27
0.06,48.25
1.01,99.06
0.03,170.20
0.42,60.11
4.36,14.00
0.02,90.28
0.15,89.36
10.56,135.57
3.41,38.72
2.79,37.69
63.58,63.81
0.15,13.09
1521.08,73.12
1.11,169.64
0.15,98.08
588.22,42.96
0.85,111.32
1.18,24.63
24.99,99.69
0.37,43.46
1.34,11.98
0.00,15.40
122.00,3.31
25.69,60.77
0.55,25.62
0.72,11.12
1.40,6.42
14.69,2.38
0.00,2.60
6.05,163.03
72.00,37.30
1.15,84.40
2.36,37.35
0.00,85.61
0.32,58.97
0.50,81.66
0.07,82.71
16.44,14.30
705.99,91.91
17.17,8.80
1.26,97.17
0.12,131.82
2.64,43.59
25.60,201.61
0.23,64.09
2.73,53.19
0.95,52.43
91.75,8.37
23.28,2.10
4.87,96.62
3.32,6.33
0.64,159.90
4.18,6.46
0.10,107.57
1.23,28.50
2.26,38.02
5.57,4.13
1.07,19.62
0.25,97.16
2.60,2.31
6.02,48.97
124.72,37.61
0.08,26.52
1.94,16.49
0.91,16.45
0.52,82.19
0.93,28.88
0.73,10.89
0.28,90.71
0.00,13.29
1.96,9.68
0.07,71.88
7.98,21.31
0.07,44.16
0.25,12.19
0.00,0.53
15.62,92.48
35745.00,43.00
28.93,29.66
0.21,72.34
0.11,18.19
0.52,21.35
5.23,24.87
0.30,33.07
0.15,114.54
2.35,36.59
0.48,4.12
0.78,157.20
0.57,84.48
0.30,50.32
238.91,8.90
105.70,121.59
2.46,163.07
114.55,46.47
5.04,52.58
0.00,52.47
82.77,26.69
1.04,71.49
3.23,74.32
1.25,44.02
0.89,93.01
0.00,21.70
2.02,29.21
0.04,112.10
0.29,30.82
187.44,105.25
0.06,66.05
0.02,128.55
6.41,3.12
5.63,25.57
0.01,106.24
11.31,50.06
2.69,50.20
72.78,20.75
0.14,106.19
2.39,66.51
1.74,30.39
177.64,16.68
3.18,18.57
15.10,88.76
5.10,28.84
2.65,1.13
55.85,18.94
0.59,93.02
0.47,95.49
0.29,59.23
0.25,84.43
0.38,90.95
0.57,36.85
0.30,232.00
0.08,72.00
0.19,59.06
0.82,114.62
0.03,70.75
89.36,23.94
119.15,35.68
0.16,110.43
0.36,77.92
1.17,40.04
0.00,81.02
0.09,46.44
0.28,38.66
1.45,15.20
0.16,50.46
0.06,65.87
